# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  1 07:37:32 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_massj,pl_msinij,st_mass
1089,Kepler-253,b,Transit,3,3.78398600,0.046000,,,
1090,Kepler-253,c,Transit,3,10.28195100,0.089000,,,
1091,Kepler-253,d,Transit,3,18.11986900,0.130000,,,
1092,Kepler-254,b,Transit,3,5.82666200,0.064000,,,
1093,Kepler-254,c,Transit,3,12.41218300,0.105000,,,
1094,Kepler-254,d,Transit,3,18.74647700,0.139000,,,
1095,Kepler-255,b,Transit,2,5.71460600,0.063000,,,0.97
1096,Kepler-255,c,Transit,2,9.94604700,0.092000,,,0.97
1097,Kepler-256,b,Transit,4,1.62049300,0.027000,,,1.02
1098,Kepler-256,c,Transit,4,3.38802000,0.045000,,,1.02
1099,Kepler-256,d,Transit,4,5.83917200,0.064000,,,1.02
1100,Kepler-256,e,Transit,4,10.68157200,0.096000,,,1.02
1101,Kepler-257,b,Transit,3,2.38266700,0.034000,,,
1102,Kepler-257,c,Transit,3,6.58148400,0.066000,,,
1103,Kepler-257,d,Transit,3,24.66455100,0.160000,,,
1104,Kepler-258,b,Transit,2,13.19722000,0.103000,,,0.80
1105,Kepler-258,c,Transit,2,33.65307900,0.193000,,,0.80
1106,Kepler-259,b,Transit,2,8.11531700,0.079000,,,
1107,Kepler-259,c,Transit,2,36.92493100,0.217000,,,
1108,Kepler-26,b,Transit,4,12.28290000,0.085000,0.38000,,0.65
1109,Kepler-26,c,Transit,4,17.25130000,0.107000,0.37500,,0.65
1110,Kepler-26,d,Transit,4,3.54391900,0.039000,,,0.65
1111,Kepler-26,e,Transit,4,46.82791500,0.220000,,,0.65
1112,Kepler-260,b,Transit,2,8.18739900,0.075000,,,0.88
1113,Kepler-260,c,Transit,2,76.05017800,0.332000,,,0.88
1114,Kepler-261,b,Transit,2,10.38122700,0.088000,,,0.87
1115,Kepler-261,c,Transit,2,24.57085800,0.156000,,,0.87
1116,Kepler-262,b,Transit,2,13.06085500,0.108000,,,
1117,Kepler-262,c,Transit,2,21.85372200,0.152000,,,
1118,Kepler-263,b,Transit,2,16.56808700,0.120000,,,
1119,Kepler-263,c,Transit,2,47.33277300,0.242000,,,
1120,Kepler-264,b,Transit,2,40.80623100,0.249000,,,1.32
1121,Kepler-264,c,Transit,2,140.10126100,0.566000,,,1.32
1122,Kepler-265,b,Transit,4,6.84626200,0.069000,,,1.03
1123,Kepler-265,c,Transit,4,17.02893700,0.127000,,,1.03
1124,Kepler-265,d,Transit,4,43.13061700,0.236000,,,1.03
1125,Kepler-265,e,Transit,4,67.83102400,0.319000,,,1.03
1126,Kepler-266,b,Transit,2,6.61833000,0.071000,,,0.99
1127,Kepler-266,c,Transit,2,107.72360100,0.457000,,,0.99
1128,Kepler-267,b,Transit,3,3.35372800,0.037000,,,0.56
1129,Kepler-267,c,Transit,3,6.87745000,0.060000,,,0.56
1130,Kepler-267,d,Transit,3,28.46451500,0.154000,,,0.56
1131,Kepler-268,b,Transit,2,25.93413800,0.180000,,,
1132,Kepler-268,c,Transit,2,83.44639300,0.391000,,,
1133,Kepler-269,b,Transit,2,5.32671800,0.061000,,,0.98
1134,Kepler-269,c,Transit,2,8.12789900,0.081000,,,0.98
1135,Kepler-27,b,Transit,2,15.33480000,0.118000,9.11000,,0.65
1136,Kepler-27,c,Transit,2,31.33090000,0.191000,13.80000,,0.65
1137,Kepler-270,b,Transit,2,11.47609400,0.107000,,,
1138,Kepler-270,c,Transit,2,25.26288700,0.180000,,,
1139,Kepler-271,b,Transit,2,5.21773800,0.056000,,,
1140,Kepler-271,c,Transit,2,7.41093500,0.071000,,,
1141,Kepler-272,b,Transit,3,2.97135300,0.038000,,,0.79
1142,Kepler-272,c,Transit,3,6.05734200,0.061000,,,0.79
1143,Kepler-272,d,Transit,3,10.93730400,0.091000,,,0.79
1144,Kepler-273,b,Transit,2,2.93653200,0.037000,,,
1145,Kepler-273,c,Transit,2,8.01492700,0.073000,,,
1146,Kepler-274,b,Transit,2,11.63478800,0.101000,,,
1147,Kepler-274,c,Transit,2,33.19786100,0.204000,,,
1148,Kepler-275,b,Transit,3,10.30068200,0.098000,,,1.24
1149,Kepler-275,c,Transit,3,16.08813400,0.132000,,,1.24
1150,Kepler-275,d,Transit,3,35.67606200,0.224000,,,1.24
1151,Kepler-276,b,Transit,3,14.12841000,0.119000,,,1.10
1152,Kepler-276,c,Transit,3,31.88400000,,0.05200,,1.10
1153,Kepler-276,d,Transit,3,48.64800000,,0.05100,,1.10
1154,Kepler-277,b,Transit,2,17.32400000,,0.27500,,1.12
1155,Kepler-277,c,Transit,2,33.00600000,,0.20200,,1.12
1156,Kepler-278,b,Transit,2,30.16054600,0.207000,,,
1157,Kepler-278,c,Transit,2,51.07877500,0.294000,,,
1158,Kepler-279,b,Transit,3,12.30968100,0.112000,,,1.10
1159,Kepler-279,c,Transit,3,35.73600000,,0.15500,,1.10
1160,Kepler-279,d,Transit,3,54.41400000,,0.11800,,1.10
1161,Kepler-28,b,Transit,2,5.91230000,0.062000,1.51000,,0.75
1162,Kepler-28,c,Transit,2,8.98580000,0.081000,1.36000,,0.75
1163,Kepler-280,b,Transit,2,2.13954200,0.032000,,,0.91
1164,Kepler-280,c,Transit,2,4.80709100,0.056000,,,0.91
1165,Kepler-281,b,Transit,2,14.64600800,0.117000,,,0.98
1166,Kepler-281,c,Transit,2,36.33737300,0.215000,,,0.98
1167,Kepler-282,b,Transit,4,9.22052400,0.082000,,,0.97
1168,Kepler-282,c,Transit,4,13.63872300,0.106000,,,0.97
1169,Kepler-282,d,Transit,4,24.80600000,,0.19200,,0.97
1170,Kepler-282,e,Transit,4,44.34700000,,0.17700,,0.97
1171,Kepler-283,b,Transit,2,11.00815100,0.082000,,,
1172,Kepler-283,c,Transit,2,92.74371100,0.341000,,,
1173,Kepler-284,b,Transit,2,12.69914900,0.104000,,,
1174,Kepler-284,c,Transit,2,37.51445600,0.213000,,,
1175,Kepler-285,b,Transit,2,2.63386700,0.036000,,,0.85
1176,Kepler-285,c,Transit,2,6.18667600,0.064000,,,0.85
1177,Kepler-286,b,Transit,4,1.79630200,0.027000,,,
1178,Kepler-286,c,Transit,4,3.46809500,0.042000,,,
1179,Kepler-286,d,Transit,4,5.91432300,0.061000,,,
1180,Kepler-286,e,Transit,4,29.22128900,0.176000,,,
1181,Kepler-287,b,Transit,2,20.34219900,0.145000,,,
1182,Kepler-287,c,Transit,2,44.85189600,0.246000,,,
1183,Kepler-288,b,Transit,3,6.09732600,0.065000,,,0.89
1184,Kepler-288,c,Transit,3,19.30577200,0.140000,,,0.89
1185,Kepler-288,d,Transit,3,56.63374200,0.287000,,,0.89
1186,Kepler-289,b,Transit,3,34.54500000,0.210000,0.02300,,1.08
1187,Kepler-289,c,Transit,3,125.85180000,0.510000,0.42000,,1.08
1188,Kepler-289,d,Transit,3,66.06340000,0.330000,0.01300,,1.08
1189,Kepler-29,b,Transit,2,10.33760000,0.090000,0.40000,,1.00
1190,Kepler-29,c,Transit,2,13.29070000,0.110000,0.30000,,1.00
1191,Kepler-290,b,Transit,2,14.58934700,0.110000,,,
1192,Kepler-290,c,Transit,2,36.77031000,0.205000,,,
1193,Kepler-291,b,Transit,2,3.54651100,0.047000,,,1.03
1194,Kepler-291,c,Transit,2,5.70078600,0.065000,,,1.03
1195,Kepler-292,b,Transit,5,2.58082700,0.035000,,,0.88
1196,Kepler-292,c,Transit,5,3.71533500,0.045000,,,0.88
1197,Kepler-292,d,Transit,5,7.05567900,0.068000,,,0.88
1198,Kepler-292,e,Transit,5,11.97901000,0.097000,,,0.88
1199,Kepler-292,f,Transit,5,20.83423700,0.141000,,,0.88
1200,Kepler-293,b,Transit,2,19.25419600,0.144000,,,1.01
1201,Kepler-293,c,Transit,2,54.15574300,0.286000,,,1.01
1202,Kepler-294,b,Transit,2,3.70121200,0.048000,,,
1203,Kepler-294,c,Transit,2,6.62640000,0.071000,,,
1204,Kepler-295,b,Transit,3,12.64516400,0.099000,,,
1205,Kepler-295,c,Transit,3,21.52625800,0.142000,,,
1206,Kepler-295,d,Transit,3,33.88405400,0.192000,,,
1207,Kepler-296,b,Transit,5,10.86438400,0.079000,,,0.50
1208,Kepler-296,c,Transit,5,5.84163660,0.052100,,,0.50
1209,Kepler-296,d,Transit,5,19.85029100,0.118000,,,0.50
1210,Kepler-296,e,Transit,5,34.14211000,0.169000,,,0.50
1211,Kepler-296,f,Transit,5,63.33627000,0.255000,,,0.50
1212,Kepler-297,b,Transit,2,38.87182600,0.217000,,,
1213,Kepler-297,c,Transit,2,74.92013700,0.336000,,,
1214,Kepler-298,b,Transit,3,10.47546400,0.080000,,,0.65
1215,Kepler-298,c,Transit,3,22.92881000,0.136000,,,0.65
1216,Kepler-298,d,Transit,3,77.47363300,0.305000,,,0.65
1217,Kepler-299,b,Transit,4,2.92712800,0.040000,,,0.97
1218,Kepler-299,c,Transit,4,6.88587500,0.070000,,,0.97
1219,Kepler-299,d,Transit,4,15.05478600,0.118000,,,0.97
1220,Kepler-299,e,Transit,4,38.28548900,0.220000,,,0.97
1221,Kepler-30,b,Transit,3,29.33434000,0.180000,0.03600,,0.99
1222,Kepler-30,c,Transit,3,60.32310500,0.300000,2.01000,,0.99
1223,Kepler-30,d,Transit,3,143.34394000,0.500000,0.07300,,0.99
1224,Kepler-300,b,Transit,2,10.44634700,0.094000,,,0.94
1225,Kepler-300,c,Transit,2,40.71495500,0.232000,,,0.94
1226,Kepler-301,b,Transit,3,2.50855300,0.036000,,,0.91
1227,Kepler-301,c,Transit,3,5.41902600,0.060000,,,0.91
1228,Kepler-301,d,Transit,3,13.75124300,0.112000,,,0.91
1229,Kepler-302,b,Transit,2,30.18410400,0.193000,,,
1230,Kepler-302,c,Transit,2,127.28218400,0.503000,,,
1231,Kepler-303,b,Transit,2,1.93705500,0.024000,,,0.59
1232,Kepler-303,c,Transit,2,7.06114900,0.057000,,,0.59
1233,Kepler-304,b,Transit,3,3.29570900,0.039000,,,0.80
1234,Kepler-304,c,Transit,3,5.31594600,0.054000,,,0.80
1235,Kepler-304,d,Transit,3,9.65347100,0.080000,,,0.80
1236,Kepler-305,b,Transit,3,5.48700000,,0.03300,,0.76
1237,Kepler-305,c,Transit,3,8.29100000,,0.01900,,0.76
1238,Kepler-305,d,Transit,3,16.73866100,0.121000,,,0.76
1239,Kepler-306,b,Transit,4,4.64618600,0.050000,,,0.82
1240,Kepler-306,c,Transit,4,7.24019300,0.067000,,,0.82
1241,Kepler-306,d,Transit,4,17.32664400,0.120000,,,0.82
1242,Kepler-306,e,Transit,4,44.84097500,0.227000,,,0.82
1243,Kepler-307,b,Transit,2,10.41600000,,0.01000,,0.98
1244,Kepler-307,c,Transit,2,13.08400000,,0.00500,,0.98
1245,Kepler-308,b,Transit,2,9.69492800,0.090000,,,
1246,Kepler-308,c,Transit,2,15.38231000,0.123000,,,
1247,Kepler-309,b,Transit,2,5.92365300,0.059000,,,
1248,Kepler-309,c,Transit,2,105.35638300,0.401000,,,
1249,Kepler-31,b,Transit,3,20.86130000,0.160000,,,1.21
1250,Kepler-31,c,Transit,3,42.63180000,0.260000,4.70000,,1.21
1251,Kepler-31,d,Transit,3,87.64890100,0.390000,,,1.21
1252,Kepler-310,b,Transit,3,13.93069800,0.111000,,,0.85
1253,Kepler-310,c,Transit,3,56.47542000,0.281000,,,0.85
1254,Kepler-310,d,Transit,3,92.87612500,0.392000,,,0.85
1255,Kepler-311,b,Transit,2,9.17609200,0.087000,,,1.06
1256,Kepler-311,c,Transit,2,19.73828600,0.145000,,,1.06
1257,Kepler-312,b,Transit,2,1.77241900,0.031000,,,1.23
1258,Kepler-312,c,Transit,2,19.74741200,0.153000,,,1.23
1259,Kepler-313,b,Transit,2,14.97041800,0.125000,,,0.90
1260,Kepler-313,c,Transit,2,32.27327300,0.208000,,,0.90
1261,Kepler-314,b,Transit,2,2.46106900,0.035000,,,1.02
1262,Kepler-314,c,Transit,2,5.96039200,0.064000,,,1.02
1263,Kepler-315,b,Transit,2,96.10114100,0.402000,,,0.78
1264,Kepler-315,c,Transit,2,265.46933500,0.791000,,,0.78
1265,Kepler-316,b,Transit,2,2.24050800,0.027000,,,0.53
1266,Kepler-316,c,Transit,2,6.82776600,0.058000,,,0.53
1267,Kepler-317,b,Transit,2,5.52424200,0.061000,,,0.95
1268,Kepler-317,c,Transit,2,8.77501000,0.083000,,,0.95
1269,Kepler-318,b,Transit,2,4.66271500,0.056000,,,1.05
1270,Kepler-318,c,Transit,2,11.81500700,0.105000,,,1.05
1271,Kepler-319,b,Transit,3,4.36270500,0.051000,,,1.29
1272,Kepler-319,c,Transit,3,6.94135700,0.069000,,,1.29
1273,Kepler-319,d,Transit,3,31.78192500,0.191000,,,1.29
1274,Kepler-32,b,Transit,5,5.90124000,0.050000,4.10000,,0.54
1275,Kepler-32,c,Transit,5,8.75220000,0.090000,0.50000,,0.54
1276,Kepler-32,d,Transit,5,22.78020000,0.128000,,,0.54
1277,Kepler-32,e,Transit,5,2.89600000,0.032300,,,0.54
1278,Kepler-32,f,Transit,5,0.74296000,0.013000,,,0.54
1279,Kepler-320,b,Transit,2,8.37155400,0.085000,,,
1280,Kepler-320,c,Transit,2,17.93493700,0.142000,,,
1281,Kepler-321,b,Transit,2,4.91537900,0.057000,,,1.01
1282,Kepler-321,c,Transit,2,13.09392100,0.110000,,,1.01
1283,Kepler-322,b,Transit,2,1.65388800,0.027000,,,0.91
1284,Kepler-322,c,Transit,2,4.33723400,0.051000,,,0.91
1285,Kepler-323,b,Transit,2,1.67832700,0.028000,,,1.09
1286,Kepler-323,c,Transit,2,3.55382200,0.046000,,,1.09
1287,Kepler-324,b,Transit,2,4.38531500,0.050000,,,0.86
1288,Kepler-324,c,Transit,2,51.80561200,0.260000,,,0.86
1289,Kepler-325,b,Transit,3,4.54443900,0.053000,,,0.87
1290,Kepler-325,c,Transit,3,12.76217200,0.105000,,,0.87
1291,Kepler-325,d,Transit,3,38.71518500,0.220000,,,0.87
1292,Kepler-326,b,Transit,3,2.24832900,0.032000,,,0.98
1293,Kepler-326,c,Transit,3,4.58035800,0.051000,,,0.98
1294,Kepler-326,d,Transit,3,6.76688800,0.066000,,,0.98
1295,Kepler-327,b,Transit,3,2.54957500,0.029000,,,0.55
1296,Kepler-327,c,Transit,3,5.21233300,0.047000,,,0.55
1297,Kepler-327,d,Transit,3,13.96945700,0.090000,,,0.55
1298,Kepler-328,b,Transit,2,34.92100000,,0.09000,,1.15
1299,Kepler-328,c,Transit,2,71.31200000,,0.12400,,1.15
1300,Kepler-329,b,Transit,2,7.41639700,0.061000,,,0.53
1301,Kepler-329,c,Transit,2,18.68473700,0.113000,,,0.53
1302,Kepler-33,b,Transit,5,5.66793000,0.067700,,,1.29
1303,Kepler-33,c,Transit,5,13.17562000,0.118900,,,1.29
1304,Kepler-33,d,Transit,5,21.77596000,0.166200,,,1.29
1305,Kepler-33,e,Transit,5,31.78440000,0.213800,,,1.29
1306,Kepler-33,f,Transit,5,41.02902000,0.253500,,,1.29
1307,Kepler-330,b,Transit,2,8.25978000,0.075000,,,0.78
1308,Kepler-330,c,Transit,2,15.95538700,0.116000,,,0.78
1309,Kepler-331,b,Transit,3,8.45749600,0.065000,,,0.51
1310,Kepler-331,c,Transit,3,17.28111000,0.105000,,,0.51
1311,Kepler-331,d,Transit,3,32.13432800,0.159000,,,0.51
1312,Kepler-332,b,Transit,3,7.62632400,0.070000,,,0.80
1313,Kepler-332,c,Transit,3,15.99562200,0.114000,,,0.80
1314,Kepler-332,d,Transit,3,34.21154000,0.189000,,,0.80
1315,Kepler-333,b,Transit,2,12.55115800,0.087000,,,0.54
1316,Kepler-333,c,Transit,2,24.08821000,0.135000,,,0.54
1317,Kepler-334,b,Transit,3,5.47031900,0.061000,,,1.00
1318,Kepler-334,c,Transit,3,12.75800500,0.107000,,,1.00
1319,Kepler-334,d,Transit,3,25.09849000,0.168000,,,1.00
1320,Kepler-335,b,Transit,2,6.56233100,0.075000,,,0.99
1321,Kepler-335,c,Transit,2,67.84446900,0.356000,,,0.99
1322,Kepler-336,b,Transit,3,2.02482300,0.033000,,,0.89
1323,Kepler-336,c,Transit,3,9.60000100,0.092000,,,0.89
1324,Kepler-336,d,Transit,3,20.67877200,0.154000,,,0.89
1325,Kepler-337,b,Transit,2,3.29278100,0.045000,,,0.96
1326,Kepler-337,c,Transit,2,9.69320100,0.093000,,,0.96
1327,Kepler-338,b,Transit,4,13.72697600,0.117000,,,1.10
1328,Kepler-338,c,Transit,4,24.31085600,0.172000,,,1.10
1329,Kepler-338,d,Transit,4,44.43101400,0.257000,,,1.10
1330,Kepler-338,e,Transit Timing Variations,4,9.34100000,,0.02700,,1.10
1331,Kepler-339,b,Transit,3,4.97765600,0.055000,,,0.84
1332,Kepler-339,c,Transit,3,6.98805500,0.069000,,,0.84
1333,Kepler-339,d,Transit,3,10.55834500,0.091000,,,0.84
1334,Kepler-34,b,Transit,1,288.82200000,1.089600,0.22000,,1.05
1335,Kepler-340,b,Transit,2,14.84438700,0.134000,,,2.11
1336,Kepler-340,c,Transit,2,22.82466900,0.178000,,,2.11
1337,Kepler-341,b,Transit,4,5.19552800,0.060000,,,0.94
1338,Kepler-341,c,Transit,4,8.01041000,0.080000,,,0.94
1339,Kepler-341,d,Transit,4,27.66631300,0.182000,,,0.94
1340,Kepler-341,e,Transit,4,42.47326900,0.242000,,,0.94
1341,Kepler-342,b,Transit,3,15.17031800,0.128000,,,1.13
1342,Kepler-342,c,Transit,3,26.23413800,0.185000,,,1.13
1343,Kepler-342,d,Transit,3,39.45935700,0.242000,,,1.13
1344,Kepler-343,b,Transit,2,8.96855000,0.088000,,,1.04
1345,Kepler-343,c,Transit,2,23.22182000,0.167000,,,1.04
1346,Kepler-344,b,Transit,2,21.96394500,0.153000,,,0.90
1347,Kepler-344,c,Transit,2,125.59680900,0.488000,,,0.90
1348,Kepler-345,b,Transit,2,7.41556300,0.066000,,,0.59
1349,Kepler-345,c,Transit,2,9.38742700,0.077000,,,0.59
1350,Kepler-346,b,Transit,2,6.51112700,0.071000,,,0.97
1351,Kepler-346,c,Transit,2,23.85154900,0.168000,,,0.97
1352,Kepler-347,b,Transit,2,12.79836000,0.110000,,,1.04
1353,Kepler-347,c,Transit,2,27.32087100,0.183000,,,1.04
1354,Kepler-348,b,Transit,2,7.05677000,0.076000,,,1.15
1355,Kepler-348,c,Transit,2,17.26542700,0.138000,,,1.15
1356,Kepler-349,b,Transit,2,5.92977800,0.065000,,,0.97
1357,Kepler-349,c,Transit,2,12.24762900,0.105000,,,0.97
1358,Kepler-35,b,Transit,1,131.45800000,0.603470,0.12700,,0.89
1359,Kepler-350,b,Transit,3,11.18956200,0.104000,,,1.00
1360,Kepler-350,c,Transit,3,17.84900000,,0.01900,,1.00
1361,Kepler-350,d,Transit,3,26.13600000,,0.04700,,1.00
1362,Kepler-351,b,Transit,2,37.05491900,0.214000,,,0.89
1363,Kepler-351,c,Transit,2,57.24809000,0.287000,,,0.89
1364,Kepler-352,b,Transit,2,10.05537000,0.085000,,,0.79
1365,Kepler-352,c,Transit,2,16.33299500,0.118000,,,0.79
1366,Kepler-353,b,Transit,2,5.79527800,0.051000,,,0.54
1367,Kepler-353,c,Transit,2,8.41089400,0.065000,,,0.54
1368,Kepler-354,b,Transit,3,5.47666000,0.054000,,,0.65
1369,Kepler-354,c,Transit,3,16.93440200,0.115000,,,0.65
1370,Kepler-354,d,Transit,3,24.20984200,0.146000,,,0.65
1371,Kepler-355,b,Transit,2,11.03189000,0.102000,,,1.05
1372,Kepler-355,c,Transit,2,25.76229400,0.179000,,,1.05
1373,Kepler-356,b,Transit,2,4.61269600,0.057000,,,0.97
1374,Kepler-356,c,Transit,2,13.12163200,0.115000,,,0.97
1375,Kepler-357,b,Transit,3,6.47543400,0.063000,,,0.78
1376,Kepler-357,c,Transit,3,16.85837000,0.120000,,,0.78
1377,Kepler-357,d,Transit,3,49.49987500,0.246000,,,0.78
1378,Kepler-358,b,Transit,2,34.06046700,0.210000,,,0.95
1379,Kepler-358,c,Transit,2,83.48836900,0.381000,,,0.95
1380,Kepler-359,b,Transit,3,25.56322200,0.178000,,,1.07
1381,Kepler-359,c,Transit,3,57.68802000,0.307000,,,1.07
1382,Kepler-359,d,Transit,3,77.09569100,0.372000,,,1.07
1383,Kepler-36,b,Transit,2,13.83989000,0.115300,0.01400,,1.07
1384,Kepler-36,c,Transit,2,16.23855000,0.128300,0.02500,,1.07
1385,Kepler-360,b,Transit,2,3.28967200,0.044000,,,0.95
1386,Kepler-360,c,Transit,2,7.18643400,0.075000,,,0.95
1387,Kepler-361,b,Transit,2,8.48661600,0.086000,,,1.07
1388,Kepler-361,c,Transit,2,55.18802300,0.300000,,,1.07
1389,Kepler-362,b,Transit,2,10.32718600,0.087000,,,0.77
1390,Kepler-362,c,Transit,2,37.86628100,0.207000,,,0.77
1391,Kepler-363,b,Transit,3,3.61456800,0.048000,,,1.23
1392,Kepler-363,c,Transit,3,7.54242700,0.079000,,,1.23
1393,Kepler-363,d,Transit,3,11.93212500,0.107000,,,1.23
1394,Kepler-364,b,Transit,2,25.74571800,0.178000,,,1.20
1395,Kepler-364,c,Transit,2,59.98062700,0.312000,,,1.20
1396,Kepler-365,b,Transit,2,10.66490300,0.098000,,,0.99
1397,Kepler-365,c,Transit,2,17.78412900,0.137000,,,0.99
1398,Kepler-366,b,Transit,2,3.28195900,0.045000,,,1.05
1399,Kepler-366,c,Transit,2,12.51616000,0.110000,,,1.05
1400,Kepler-367,b,Transit,2,37.81572400,0.201000,,,0.75
1401,Kepler-367,c,Transit,2,53.57863700,0.253000,,,0.75
1402,Kepler-368,b,Transit,2,26.84768000,0.186000,,,0.71
1403,Kepler-368,c,Transit,2,72.37933400,0.360000,,,0.71
1404,Kepler-369,b,Transit,2,2.73275600,0.030000,,,0.54
1405,Kepler-369,c,Transit,2,14.87157200,0.094000,,,0.54
1406,Kepler-37,b,Transit,4,13.36730800,0.100300,,,0.80
1407,Kepler-37,c,Transit,4,21.30188600,0.136800,,,0.80
1408,Kepler-37,d,Transit,4,39.79218700,0.207600,,,0.80
1409,Kepler-37,e,Transit Timing Variations,4,51.19600000,,,,0.80
1410,Kepler-370,b,Transit,2,4.57953000,0.054000,,,0.94
1411,Kepler-370,c,Transit,2,19.02293000,0.140000,,,0.94
1412,Kepler-371,b,Transit,2,34.76327800,0.200000,,,0.94
1413,Kepler-371,c,Transit,2,67.96801500,0.313000,,,0.94
1414,Kepler-372,b,Transit,3,6.84969200,0.075000,,,1.15
1415,Kepler-372,c,Transit,3,20.05376300,0.154000,,,1.15
1416,Kepler-372,d,Transit,3,30.09256800,0.201000,,,1.15
1417,Kepler-373,b,Transit,2,5.53530900,0.060000,,,0.87
1418,Kepler-373,c,Transit,2,16.72594800,0.126000,,,0.87
1419,Kepler-374,b,Transit,3,1.89780600,0.029000,,,0.84
1420,Kepler-374,c,Transit,3,3.28280700,0.042000,,,0.84
1421,Kepler-374,d,Transit,3,5.02821900,0.056000,,,0.84
1422,Kepler-375,b,Transit,2,12.12593400,0.101000,,,0.89
1423,Kepler-375,c,Transit,2,19.98632600,0.141000,,,0.89
1424,Kepler-376,b,Transit,2,4.92019900,0.057000,,,1.05
1425,Kepler-376,c,Transit,2,14.17232700,0.115000,,,1.05
1426,Kepler-377,b,Transit,2,12.50952900,0.109000,,,0.88
1427,Kepler-377,c,Transit,2,27.01497600,0.182000,,,0.88
1428,Kepler-378,b,Transit,2,16.09236100,0.112000,,,0.96
1429,Kepler-378,c,Transit,2,28.90600900,0.166000,,,0.96
1430,Kepler-379,b,Transit,2,20.09838000,0.152000,,,1.08
1431,Kepler-379,c,Transit,2,62.78469700,0.326000,,,1.08
1432,Kepler-38,b,Transit,1,105.59900000,0.463200,0.38400,,0.94
1433,Kepler-380,b,Transit,2,3.93082100,0.050000,,,1.05
1434,Kepler-380,c,Transit,2,7.63000400,0.078000,,,1.05
1435,Kepler-381,b,Transit,2,5.62902100,0.066000,,,1.34
1436,Kepler-381,c,Transit,2,13.39163500,0.117000,,,1.34
1437,Kepler-382,b,Transit,2,5.26215500,0.055000,,,0.80
1438,Kepler-382,c,Transit,2,12.16270100,0.097000,,,0.80
1439,Kepler-383,b,Transit,2,12.90453200,0.095000,,,0.67
1440,Kepler-383,c,Transit,2,31.20075100,0.172000,,,0.67
1441,Kepler-384,b,Transit,2,22.59705300,0.148000,,,0.76
1442,Kepler-384,c,Transit,2,45.34826900,0.236000,,,0.76
1443,Kepler-385,b,Transit,2,10.04368600,0.097000,,,1.09
1444,Kepler-385,c,Transit,2,15.16316100,0.127000,,,1.09
1445,Kepler-386,b,Transit,2,12.31043000,0.096000,,,0.74
1446,Kepler-386,c,Transit,2,25.19345800,0.155000,,,0.74
1447,Kepler-387,b,Transit,2,6.79163600,0.068000,,,1.03
1448,Kepler-387,c,Transit,2,11.83754900,0.098000,,,1.03
1449,Kepler-388,b,Transit,2,3.17331500,0.036000,,,0.59
1450,Kepler-388,c,Transit,2,13.29700400,0.093000,,,0.59
1451,Kepler-389,b,Transit,2,3.24410700,0.041000,,,0.78
1452,Kepler-389,c,Transit,2,14.51143000,0.110000,,,0.78
1453,Kepler-39,b,Transit,1,21.08721000,0.164000,20.10000,,1.29
1454,Kepler-390,b,Transit,2,6.73808800,0.065000,,,0.67
1455,Kepler-390,c,Transit,2,13.06002200,0.101000,,,0.67
1456,Kepler-391,b,Transit,2,7.41675500,0.082000,,,1.22
1457,Kepler-391,c,Transit,2,20.48543500,0.161000,,,1.22
1458,Kepler-392,b,Transit,2,5.34185300,0.059000,,,1.13
1459,Kepler-392,c,Transit,2,10.42311800,0.093000,,,1.13
1460,Kepler-393,b,Transit,2,9.18241700,0.091000,,,1.32
1461,Kepler-393,c,Transit,2,14.61361200,0.124000,,,1.32
1462,Kepler-394,b,Transit,2,8.00501300,0.083000,,,1.11
1463,Kepler-394,c,Transit,2,12.13068600,0.110000,,,1.11
1464,Kepler-395,b,Transit,2,7.05434600,0.061000,,,0.53
1465,Kepler-395,c,Transit,2,34.98926200,0.177000,,,0.53
1466,Kepler-396,b,Transit,2,42.99400000,,0.23800,,0.85
1467,Kepler-396,c,Transit,2,88.50500000,,0.05600,,0.85
1468,Kepler-397,b,Transit,2,22.25094900,0.144000,,,
1469,Kepler-397,c,Transit,2,135.49852700,0.480000,,,
1470,Kepler-398,b,Transit,2,4.08142300,0.044000,,,
1471,Kepler-398,c,Transit,2,11.41941200,0.087000,,,
1472,Kepler-399,b,Transit,3,14.42528100,0.103000,,,
1473,Kepler-399,c,Transit,3,26.67569000,0.155000,,,
1474,Kepler-399,d,Transit,3,58.03461600,0.261000,,,
1475,Kepler-4,b,Transit,1,3.21346000,0.045600,0.07700,,1.22
1476,Kepler-40,b,Transit,1,6.87349000,0.080000,2.20000,,1.48
1477,Kepler-400,b,Transit,2,9.02438900,0.087000,,,
1478,Kepler-400,c,Transit,2,17.34082400,0.134000,,,
1479,Kepler-401,b,Transit,2,14.38303500,0.122000,,,
1480,Kepler-401,c,Transit,2,47.31821800,0.269000,,,
